"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","variable","value","timeframe","rollingyear"
"28772","Inter-American Development Bank","Inter-American Development Bank","Other flows","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"29261","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"29271","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"29281","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"29291","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"29301","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"29313","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"29322","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"29332","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"29342","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"29352","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"29362","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"29372","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"29861","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"29871","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"29881","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"29891","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"29901","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"29912","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"29922","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"29932","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"29942","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"29952","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"29962","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"29972","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"30461","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"30471","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"30481","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"30491","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2022,1,1,"Specific donor","Volume",138.060700922564,"Monthly",NA
"30501","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2022,1,2,"Specific donor","Volume",165.96229904576,"Monthly",NA
"30511","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2022,1,3,"Specific donor","Volume",191.886338414974,"Monthly",NA
"30522","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2022,2,4,"Specific donor","Volume",194.95201689761,"Monthly",NA
"30532","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2022,2,5,"Specific donor","Volume",218.375863342854,"Monthly",NA
"30542","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2022,2,6,"Specific donor","Volume",294.66462801755,"Monthly",NA
"30552","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2022,3,7,"Specific donor","Volume",235.146164512154,"Monthly",NA
"30562","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2022,3,8,"Specific donor","Volume",294.268135269794,"Monthly",NA
"30572","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2022,3,9,"Specific donor","Volume",262.633325743362,"Monthly",NA
"31061","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"31071","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"31081","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"31091","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"31101","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"31111","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"31122","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"31132","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"31142","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"31152","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"31162","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"31172","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"31661","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"31671","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"31681","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"31691","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"31701","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"31711","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"31722","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"31732","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"31742","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"31752","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"31762","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"31772","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"32261","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"32271","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"32281","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2021,4,12,"Specific donor","Volume",10.5407294289,"Monthly",NA
"32291","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"32301","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"32311","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2022,1,3,"Specific donor","Volume",7.85658331,"Monthly",NA
"32322","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"32332","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"32342","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2022,2,6,"Specific donor","Volume",9.2943922789,"Monthly",NA
"32352","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"32362","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"32372","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2022,3,9,"Specific donor","Volume",8.4883387583,"Monthly",NA
"32861","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"32871","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"32881","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"32891","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"32901","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"32911","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"32922","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"32932","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"32942","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"32952","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"32962","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"32972","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"33461","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"33471","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"33481","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"33491","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"33501","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"33511","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"33522","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"33532","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"33542","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"33552","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"33562","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"33572","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"34061","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"34071","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"34081","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"34091","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"34101","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"34111","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"34122","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"34132","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"34142","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"34152","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"34162","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"34172","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"34661","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"34671","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"34681","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"34691","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"34701","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"34713","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"34722","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"34732","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"34742","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"34752","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"34762","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"34772","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"35261","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2021,4,10,"Specific donor","Volume",74.817916148653,"Monthly",NA
"35271","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2021,4,11,"Specific donor","Volume",86.498822771658,"Monthly",NA
"35281","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2021,4,12,"Specific donor","Volume",178.787659154605,"Monthly",NA
"35291","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2022,1,1,"Specific donor","Volume",25.544479984052,"Monthly",NA
"35301","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2022,1,2,"Specific donor","Volume",37.25646821485,"Monthly",NA
"35313","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2022,1,3,"Specific donor","Volume",74.31832412709,"Monthly",NA
"35322","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2022,2,4,"Specific donor","Volume",85.97271566582,"Monthly",NA
"35332","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2022,2,5,"Specific donor","Volume",52.454289188046,"Monthly",NA
"35342","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2022,2,6,"Specific donor","Volume",92.607701994768,"Monthly",NA
"35352","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2022,3,7,"Specific donor","Volume",82.46351264563,"Monthly",NA
"35362","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2022,3,8,"Specific donor","Volume",60.013697312682,"Monthly",NA
"35372","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2022,3,9,"Specific donor","Volume",109.20932667661,"Monthly",NA
"35861","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"35871","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"35881","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"35891","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"35901","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"35912","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"35922","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"35932","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"35942","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"35952","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"35962","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"35972","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"36461","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"36471","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"36481","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"36491","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"36501","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"36511","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"36522","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"36532","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"36542","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"36552","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"36562","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"36572","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"37061","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"37071","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"37081","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"37091","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"37101","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"37111","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"37122","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"37132","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"37142","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"37152","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"37162","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"37172","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"37661","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"37671","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"37681","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"37691","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"37701","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"37711","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"37722","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"37732","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"37742","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"37752","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"37762","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"37772","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"38261","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"38271","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"38281","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"38291","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"38301","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"38311","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"38322","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
"38332","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2022,2,5,"Specific donor","Volume",0,"Monthly",NA
"38342","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2022,2,6,"Specific donor","Volume",0,"Monthly",NA
"38352","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2022,3,7,"Specific donor","Volume",0,"Monthly",NA
"38362","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2022,3,8,"Specific donor","Volume",0,"Monthly",NA
"38372","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2022,3,9,"Specific donor","Volume",0,"Monthly",NA
"38861","Netherlands","Netherlands","Not specified","Disbursements",2021,4,10,"Specific donor","Volume",0,"Monthly",NA
"38871","Netherlands","Netherlands","Not specified","Disbursements",2021,4,11,"Specific donor","Volume",0,"Monthly",NA
"38881","Netherlands","Netherlands","Not specified","Disbursements",2021,4,12,"Specific donor","Volume",0,"Monthly",NA
"38891","Netherlands","Netherlands","Not specified","Disbursements",2022,1,1,"Specific donor","Volume",0,"Monthly",NA
"38901","Netherlands","Netherlands","Not specified","Disbursements",2022,1,2,"Specific donor","Volume",0,"Monthly",NA
"38911","Netherlands","Netherlands","Not specified","Disbursements",2022,1,3,"Specific donor","Volume",0,"Monthly",NA
"38922","Netherlands","Netherlands","Not specified","Disbursements",2022,2,4,"Specific donor","Volume",0,"Monthly",NA
