"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","oda_oof_other","variable","value","timeframe","rollingyear"
"2043","Belgium","Belgium",NA,"Commitments",2020,3,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"2044","Belgium","Belgium",NA,"Commitments",2020,4,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"2045","Belgium","Belgium",NA,"Commitments",2021,1,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"2046","Belgium","Belgium",NA,"Commitments",2021,2,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"2047","Belgium","Belgium",NA,"Commitments",2021,3,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"20561","Belgium","Belgium",NA,"Commitments",2019,4,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"20571","Belgium","Belgium",NA,"Commitments",2020,1,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"20581","Belgium","Belgium",NA,"Commitments",2020,2,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"20591","Belgium","Belgium",NA,"Commitments",2020,3,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"20601","Belgium","Belgium",NA,"Commitments",2020,4,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"20611","Belgium","Belgium",NA,"Commitments",2021,1,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2062","Belgium","Belgium",NA,"Commitments",2021,2,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2063","Belgium","Belgium",NA,"Commitments",2021,3,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2072","Belgium","Belgium",NA,"Commitments",2019,4,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2073","Belgium","Belgium",NA,"Commitments",2020,1,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2074","Belgium","Belgium",NA,"Commitments",2020,2,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2075","Belgium","Belgium",NA,"Commitments",2020,3,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2076","Belgium","Belgium",NA,"Commitments",2020,4,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2077","Belgium","Belgium",NA,"Commitments",2021,1,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2078","Belgium","Belgium",NA,"Commitments",2021,2,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2079","Belgium","Belgium",NA,"Commitments",2021,3,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2088","Canada","Canada",NA,"Commitments",2019,4,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2089","Canada","Canada",NA,"Commitments",2020,1,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2090","Canada","Canada",NA,"Commitments",2020,2,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2091","Canada","Canada",NA,"Commitments",2020,3,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2092","Canada","Canada",NA,"Commitments",2020,4,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2093","Canada","Canada",NA,"Commitments",2021,1,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2094","Canada","Canada",NA,"Commitments",2021,2,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2095","Canada","Canada",NA,"Commitments",2021,3,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"21041","Canada","Canada",NA,"Commitments",2019,4,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"21051","Canada","Canada",NA,"Commitments",2020,1,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"21061","Canada","Canada",NA,"Commitments",2020,2,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"21071","Canada","Canada",NA,"Commitments",2020,3,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"21081","Canada","Canada",NA,"Commitments",2020,4,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"21091","Canada","Canada",NA,"Commitments",2021,1,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2110","Canada","Canada",NA,"Commitments",2021,2,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2111","Canada","Canada",NA,"Commitments",2021,3,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2120","Canada","Canada",NA,"Commitments",2019,4,NA,"Specific donor","ODA","Proportion",0.987452057230911,"Quarterly",NA
"2121","Canada","Canada",NA,"Commitments",2020,1,NA,"Specific donor","ODA","Proportion",0.998217277219638,"Quarterly",NA
"2122","Canada","Canada",NA,"Commitments",2020,2,NA,"Specific donor","ODA","Proportion",0.999003200305988,"Quarterly",NA
"2123","Canada","Canada",NA,"Commitments",2020,3,NA,"Specific donor","ODA","Proportion",0.998074188717966,"Quarterly",NA
"2124","Canada","Canada",NA,"Commitments",2020,4,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"2125","Canada","Canada",NA,"Commitments",2021,1,NA,"Specific donor","ODA","Proportion",0.995397492216786,"Quarterly",NA
"2126","Canada","Canada",NA,"Commitments",2021,2,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"2127","Canada","Canada",NA,"Commitments",2021,3,NA,"Specific donor","ODA","Proportion",0.99472552913532,"Quarterly",NA
"2136","Canada","Canada",NA,"Commitments",2019,4,NA,"Specific donor","OOF","Proportion",0.0125479427690893,"Quarterly",NA
"2137","Canada","Canada",NA,"Commitments",2020,1,NA,"Specific donor","OOF","Proportion",0.00178272278036236,"Quarterly",NA
"2138","Canada","Canada",NA,"Commitments",2020,2,NA,"Specific donor","OOF","Proportion",0.000996799694012477,"Quarterly",NA
"2139","Canada","Canada",NA,"Commitments",2020,3,NA,"Specific donor","OOF","Proportion",0.00192581128203371,"Quarterly",NA
"2140","Canada","Canada",NA,"Commitments",2020,4,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2141","Canada","Canada",NA,"Commitments",2021,1,NA,"Specific donor","OOF","Proportion",0.0046025077832139,"Quarterly",NA
"2142","Canada","Canada",NA,"Commitments",2021,2,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2143","Canada","Canada",NA,"Commitments",2021,3,NA,"Specific donor","OOF","Proportion",0.00527447086467987,"Quarterly",NA
"21521","Canada","Canada",NA,"Commitments",2019,4,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"21531","Canada","Canada",NA,"Commitments",2020,1,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"21541","Canada","Canada",NA,"Commitments",2020,2,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"21551","Canada","Canada",NA,"Commitments",2020,3,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"21561","Canada","Canada",NA,"Commitments",2020,4,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"21571","Canada","Canada",NA,"Commitments",2021,1,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2158","Canada","Canada",NA,"Commitments",2021,2,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2159","Canada","Canada",NA,"Commitments",2021,3,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2168","Denmark","Denmark",NA,"Commitments",2019,4,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2169","Denmark","Denmark",NA,"Commitments",2020,1,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2170","Denmark","Denmark",NA,"Commitments",2020,2,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2171","Denmark","Denmark",NA,"Commitments",2020,3,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2172","Denmark","Denmark",NA,"Commitments",2020,4,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2173","Denmark","Denmark",NA,"Commitments",2021,1,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2174","Denmark","Denmark",NA,"Commitments",2021,2,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2175","Denmark","Denmark",NA,"Commitments",2021,3,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2184","Denmark","Denmark",NA,"Commitments",2019,4,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2185","Denmark","Denmark",NA,"Commitments",2020,1,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2186","Denmark","Denmark",NA,"Commitments",2020,2,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2187","Denmark","Denmark",NA,"Commitments",2020,3,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2188","Denmark","Denmark",NA,"Commitments",2020,4,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2189","Denmark","Denmark",NA,"Commitments",2021,1,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2190","Denmark","Denmark",NA,"Commitments",2021,2,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2191","Denmark","Denmark",NA,"Commitments",2021,3,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"22001","Denmark","Denmark",NA,"Commitments",2019,4,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"22011","Denmark","Denmark",NA,"Commitments",2020,1,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"22021","Denmark","Denmark",NA,"Commitments",2020,2,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"22031","Denmark","Denmark",NA,"Commitments",2020,3,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"22041","Denmark","Denmark",NA,"Commitments",2020,4,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"22051","Denmark","Denmark",NA,"Commitments",2021,1,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"2206","Denmark","Denmark",NA,"Commitments",2021,2,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"2207","Denmark","Denmark",NA,"Commitments",2021,3,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"2216","Denmark","Denmark",NA,"Commitments",2019,4,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2217","Denmark","Denmark",NA,"Commitments",2020,1,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2218","Denmark","Denmark",NA,"Commitments",2020,2,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2219","Denmark","Denmark",NA,"Commitments",2020,3,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2220","Denmark","Denmark",NA,"Commitments",2020,4,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2221","Denmark","Denmark",NA,"Commitments",2021,1,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2222","Denmark","Denmark",NA,"Commitments",2021,2,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2223","Denmark","Denmark",NA,"Commitments",2021,3,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2232","Denmark","Denmark",NA,"Commitments",2019,4,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2233","Denmark","Denmark",NA,"Commitments",2020,1,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2234","Denmark","Denmark",NA,"Commitments",2020,2,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2235","Denmark","Denmark",NA,"Commitments",2020,3,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2236","Denmark","Denmark",NA,"Commitments",2020,4,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2237","Denmark","Denmark",NA,"Commitments",2021,1,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2238","Denmark","Denmark",NA,"Commitments",2021,2,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2239","Denmark","Denmark",NA,"Commitments",2021,3,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"22481","EC","EC",NA,"Commitments",2019,4,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"22491","EC","EC",NA,"Commitments",2020,1,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"22501","EC","EC",NA,"Commitments",2020,2,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"22511","EC","EC",NA,"Commitments",2020,3,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"22521","EC","EC",NA,"Commitments",2020,4,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"22531","EC","EC",NA,"Commitments",2021,1,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2254","EC","EC",NA,"Commitments",2021,2,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2255","EC","EC",NA,"Commitments",2021,3,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2264","EC","EC",NA,"Commitments",2019,4,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2265","EC","EC",NA,"Commitments",2020,1,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2266","EC","EC",NA,"Commitments",2020,2,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2267","EC","EC",NA,"Commitments",2020,3,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2268","EC","EC",NA,"Commitments",2020,4,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2269","EC","EC",NA,"Commitments",2021,1,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2270","EC","EC",NA,"Commitments",2021,2,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2271","EC","EC",NA,"Commitments",2021,3,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"2280","EC","EC",NA,"Commitments",2019,4,NA,"Specific donor","ODA","Proportion",1.00045469553939,"Quarterly",NA
"2281","EC","EC",NA,"Commitments",2020,1,NA,"Specific donor","ODA","Proportion",0.991600866708374,"Quarterly",NA
"2282","EC","EC",NA,"Commitments",2020,2,NA,"Specific donor","ODA","Proportion",1.0050825407034,"Quarterly",NA
"2283","EC","EC",NA,"Commitments",2020,3,NA,"Specific donor","ODA","Proportion",1,"Quarterly",NA
"2284","EC","EC",NA,"Commitments",2020,4,NA,"Specific donor","ODA","Proportion",1.00334724334031,"Quarterly",NA
"2285","EC","EC",NA,"Commitments",2021,1,NA,"Specific donor","ODA","Proportion",0.959049195887926,"Quarterly",NA
"2286","EC","EC",NA,"Commitments",2021,2,NA,"Specific donor","ODA","Proportion",0.999998733542074,"Quarterly",NA
"2287","EC","EC",NA,"Commitments",2021,3,NA,"Specific donor","ODA","Proportion",0.98528920332225,"Quarterly",NA
"22961","EC","EC",NA,"Commitments",2019,4,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"22971","EC","EC",NA,"Commitments",2020,1,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"22981","EC","EC",NA,"Commitments",2020,2,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"22991","EC","EC",NA,"Commitments",2020,3,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"23001","EC","EC",NA,"Commitments",2020,4,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"23011","EC","EC",NA,"Commitments",2021,1,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2302","EC","EC",NA,"Commitments",2021,2,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2303","EC","EC",NA,"Commitments",2021,3,NA,"Specific donor","OOF","Proportion",0,"Quarterly",NA
"2312","EC","EC",NA,"Commitments",2019,4,NA,"Specific donor","Other flows","Proportion",-0.000454695539388287,"Quarterly",NA
"2313","EC","EC",NA,"Commitments",2020,1,NA,"Specific donor","Other flows","Proportion",0.00839913329162553,"Quarterly",NA
"2314","EC","EC",NA,"Commitments",2020,2,NA,"Specific donor","Other flows","Proportion",-0.0050825407034004,"Quarterly",NA
"2315","EC","EC",NA,"Commitments",2020,3,NA,"Specific donor","Other flows","Proportion",0,"Quarterly",NA
"2316","EC","EC",NA,"Commitments",2020,4,NA,"Specific donor","Other flows","Proportion",-0.00334724334030727,"Quarterly",NA
"2317","EC","EC",NA,"Commitments",2021,1,NA,"Specific donor","Other flows","Proportion",0.0409508041120743,"Quarterly",NA
"2318","EC","EC",NA,"Commitments",2021,2,NA,"Specific donor","Other flows","Proportion",1.26645792619407e-06,"Quarterly",NA
"2319","EC","EC",NA,"Commitments",2021,3,NA,"Specific donor","Other flows","Proportion",0.0147107966777503,"Quarterly",NA
"2328","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2019,4,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2329","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,1,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2330","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,2,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2331","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,3,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2332","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2333","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2334","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"2335","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,NA,"Specific donor","All flows","Proportion",1,"Quarterly",NA
"23441","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2019,4,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"23451","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,1,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"23461","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,2,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
"23471","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,3,NA,"Specific donor","Not specified","Proportion",0,"Quarterly",NA
